age mass fe/h mg/fe si/fe
7.787981220998773 0.525 0.14079160607275 -0.22572028077933376 0.019637825804764242
7.954239998148323 0.575 -0.20213322652974033 -0.129762141410941 0.16466458037783954
7.336428810721752 0.8 -0.48480546316960244 -0.03566321152165203 0.22735316870905203
10.719999999999999 0.95 -0.6334244315521822 0.020723342109819333 0.31037446475505337
12.5 0.525 -0.29047819909806816 -0.038901942227771734 0.2409255208987532
12.208375370150687 0.775 0.24470875415806995 -0.2510402367891291 -0.019752601074794922
9.465814271807558 0.9750000000000001 -0.1626029834351476 -0.21582085708295165 0.06293103480080757
2.6717672580575598 0.5 0.10328761109072117 -0.2127230753503878 0.028408881817554688
9.42694916811033 0.65 0.07100490917061583 -0.2282617072363112 0.0005920243330443144
2.663833211432536 0.675 -0.05417532787699074 -0.25168606405161853 0.04811415075994483
6.655655910603341 0.8 -0.931873084446982 0.05174571379332067 0.3991322311195849
8.608616425946861 0.7 -0.1647108034211292 -0.18707287968982692 0.026219739370824245
2.561258281413125 0.75 0.04190419485238032 -0.19716530668595494 0.004852300698336861
10.86 0.55 -0.4523574997474654 -0.0669736935746174 0.26469345752150947
9.571550543910966 0.55 -0.7912589143168283 0.04242277131503284 0.31221284305780106
8.988888645780955 0.575 -0.2638317907670345 -0.22989450892520702 0.057456062771945024
5.432228641528283 0.6 -0.15351321037439034 -0.18757991600004145 0.09358788423578768
0.767926996438784 0.775 0.21431713160735988 -0.2968492452329201 -0.014636003247598856
11.239999999999998 0.525 -0.36704057465866335 -0.0828941088882775 0.20065069649524384
3.929743248722581 0.65 -0.29984352929656977 -0.20790210327610376 0.05406141025132441
11.884904576033714 0.675 -0.7599022970158819 0.01604717411658374 0.35440167071704765
2.997027089101451 0.5 -0.16127939208967526 -0.2215969417522573 0.057081139291999455
6.681557193411153 0.575 -0.06454139412911812 -0.24739782768447185 -0.05127580252286176
8.130629188209463 0.6 -0.3491539658494718 -0.11110122627085522 0.23339190551067465
13.12 0.5 -0.4867097407435489 -0.056335912220340525 0.23733714171872658
4.663574618489408 0.675 0.16976154620338663 -0.2895921499240645 -0.041082380035474694
3.7531129619494616 0.5 -0.30879402592539773 -0.17303735967768255 0.032861274974284205
3.4393609658615443 0.75 -0.7452521357490858 -0.04308747095889254 0.36562132077853715
5.215774396478769 0.575 0.14151501928891502 -0.2562721357106953 0.025016590300897604
7.917499558977011 0.575 -1.5471050347964768 0.1518120242378009 0.5244678181517789
10.02 0.525 -0.3890306192302707 -0.07423177713776231 0.23578231406898997
6.554667285359983 0.9750000000000001 0.11397240520073838 -0.28027025311611503 -0.029629141654584967
4.395889582443222 0.875 0.007242734930367346 -0.2293634360808552 -0.003654820485711821
6.8567935800404625 0.75 -0.29953932566657115 -0.1689107391376827 0.14389000427850107
5.252414366303036 0.75 0.16931935739893378 -0.26548666308466295 -0.028417681172075625
8.70307462449894 0.55 -0.21042228990060727 -0.2006629061168877 0.044064758444522956
2.677609316350097 0.525 -0.10011069534693617 -0.2352858002417297 0.07006913971455189
6.2057703320597275 1.0 0.06804264814366683 -0.2779465256287441 -0.0028324877386234435
5.306394652237619 0.725 -0.08075535253565301 -0.24012339523949972 0.05614043297254455
3.014503535113512 0.525 -0.020122464941903756 -0.2065479255826147 -0.028212654293217024
7.2179755311148215 0.6 -0.11251264466730183 -0.21904372071423187 -0.0022281849115947383
10.6 0.675 0.16927807967251374 -0.27154280045500045 -0.026439974260183945
12.92 0.55 -0.8778524108508603 0.10000905311301575 0.33799763594921567
2.3584336623060778 0.9750000000000001 0.08241641252007094 -0.24814645642010658 -0.0658876805782811
6.085130720415611 0.925 -0.6356964972416752 0.031258011124629705 0.3378840787805016
9.26278949348216 0.575 -0.30567059981532996 -0.18012759414807997 0.06455300119653894
3.707460010584053 0.9 -0.3274095005828857 -0.16758745013201146 0.04281917002488411
7.799999999999999 0.65 -0.9079941810955465 0.06379797534503492 0.4010638450523791
12.823156383869295 0.625 -1.1813919909009987 0.1251644429552706 0.4663854519708236
9.044415865739078 0.8500000000000001 -0.0945156489210088 -0.214580395583565 0.13104803163184434
4.692241255297465 0.525 -0.2594445127967894 -0.17799025888196474 0.05266280800839469
12.34 0.65 -0.5526337805151028 -0.05608907814723542 0.29980645527703903
11.94 0.6 -1.014796461088164 0.11417908075271929 0.45902229393888216
8.030132160969393 0.675 0.2805584361813369 -0.3306597075732885 -0.04230112918532188
4.829516041832289 0.925 -0.059425946887797725 -0.3174488141783281 -0.04083915990162837
3.2474018397735542 0.7 -0.31179019136881453 -0.17320518717630498 0.07679202570295882
6.658906913043673 0.8 -0.1880614209092812 -0.27058136502608776 -0.02249881956609448
5.674323222330837 0.625 -0.3297676767373839 -0.20881700640513193 0.07085335921762478
10.7 0.575 -0.4698853281588702 -0.03464441191615115 0.28273323307949494
0.0895008501874049 0.55 0.2175276765307241 -0.25857357079220505 0.01463102189559097
0.6513422290133697 0.5 0.22298563832507182 -0.28503746682236225 -0.053957376769981115
3.862308273241565 0.775 -0.1878081007823805 -0.2330826480738743 0.049363702990085356
10.34 0.65 -0.4548535934242018 -0.05659685220665166 0.2528089416433716
13.399999999999999 0.65 -0.7628797260366169 0.06591712742753808 0.3403281892775858
13.08 0.55 -0.6261763320618069 0.06207007600433887 0.36510450871570255
8.58839389660922 0.725 0.17881590296514036 -0.2243700203765076 -0.03636657903129088
5.946898998817883 0.575 -0.3475495474412483 -0.13277768978314722 0.05384887143262292
4.432542283144395 0.5 -0.27606969595351716 -0.19171464590135295 0.04072771484477915
13.7 0.0 -0.5448508119968446 -0.05213031052341173 0.3171741144395596
7.607704276723435 0.575 -0.33373467983792826 -0.17229882928682316 0.052911471060236616
0.3982409271559503 0.675 0.17387435635788778 -0.2976127115065045 -0.01895135437310135
2.9053253075056973 0.55 0.1194956526050224 -0.2624095709622759 -0.07709453527953321
2.7853288391262168 0.575 -0.1576147029433485 -0.22187329882030965 -0.041454328660612
8.079551672265103 0.5 -0.5055983929248814 -0.015585064887256143 0.27067642755203053
1.1645603695300932 0.65 0.10997574353167239 -0.20437524374148608 0.01777393080757704
2.3122782602134264 0.55 -0.10141805094736903 -0.17889751213744032 0.01661807157283582
9.42622341012898 0.725 -0.3247946125367588 -0.16802199770976634 0.06966789230737772
0.907779919979411 0.7 0.19394131149626256 -0.29130479904840234 0.01325332288013718
0.531655885187218 0.8 0.1978673215078107 -0.25602642715652224 -0.00785864010131871
6.794131920096538 0.525 -0.012046986936812212 -0.18951650349670862 0.05659437330821048
8.734012979336129 0.7 -0.7554691386332454 0.028835602668536575 0.32361923928473546
12.35354055972775 0.525 -0.5482386369570099 -0.037465177468916804 0.2646200055226927
10.219999999999999 0.9 -0.08219192212564107 -0.14495015227207395 0.16111289622048008
6.972462580359493 0.7 -0.27717159908633615 -0.24346234434227576 -0.007111882606673732
8.28152457301376 0.825 -0.5357441001711246 -0.020803603457322822 0.24697144964462464
4.734538258590739 0.775 -0.14310962255523535 -0.21111073745289405 0.01144238349881618
13.034293281340041 0.95 -1.1020229876036753 0.11356504750977904 0.4442551043284751
8.157997747455198 0.775 0.32520002471320875 -0.32681970521304965 -0.09673342488649411
12.379999999999999 0.625 -1.179416735108217 0.10810922350780783 0.44927467084265865
